ID	mol_weight[kDa]
Solyc05g052910.4.1	60.931
Solyc05g052920.4.1	63.825
Solyc05g052930.3.1	29.309
Solyc05g052940.3.1	16.531
Solyc05g052950.4.1	53.201
Solyc05g052960.4.1	45.102
Solyc05g052970.4.1	76.682
Solyc05g052980.4.1	48.147
Solyc05g052990.4.1	28.056
Solyc05g053000.1.1	33.095
Solyc05g053010.1.1	76.632
Solyc05g053020.3.1	26.028
Solyc05g053030.1.1	56.780
Solyc05g053040.3.1	30.294
Solyc05g053050.1.1	8.807
Solyc05g053060.1.1	10.167
Solyc05g053080.2.1	9.850
Solyc05g053070.4.1	12.797
Solyc05g053090.2.1	83.806
Solyc05g053100.3.1	61.283
Solyc05g053110.3.1	64.180
Solyc05g053120.1.1	53.232
Solyc05g053130.3.1	79.393
Solyc05g053133.1.1	21.341
Solyc05g053137.1.1	7.524
Solyc05g053140.3.1	44.154
Solyc05g053150.2.1	27.331
Solyc05g053155.1.1	21.970
Solyc05g053160.3.1	19.040
Solyc05g053170.3.1	43.269
Solyc05g053180.3.1	8.718
Solyc05g053190.3.1	36.950
Solyc05g053200.3.1	83.032
Solyc05g053210.4.1	57.184
Solyc05g053220.3.1	22.257
Solyc05g053230.3.1	39.127
Solyc05g053240.4.1	115.752
Solyc05g053250.4.1	19.476
Solyc05g053260.3.1	65.958
Solyc05g053270.1.1	8.081
Solyc05g053280.3.1	73.800
Solyc05g053290.3.1	44.751
Solyc05g053300.3.1	52.810
Solyc05g053310.3.1	11.991
Solyc05g053320.1.1	25.359
Solyc05g053330.3.1	36.923
Solyc05g053340.4.1	41.801
Solyc05g053350.3.1	32.828
Solyc05g053360.3.1	26.774
Solyc05g053370.3.1	35.277
Solyc05g053380.4.1	34.363
Solyc05g053390.4.1	25.016
Solyc05g053400.3.1	44.061
Solyc05g053410.4.1	129.698
Solyc05g053420.1.1	54.260
Solyc05g053430.3.1	13.114
Solyc05g053440.4.1	9.555
Solyc05g053450.3.1	9.337
Solyc05g053460.1.1	15.933
Solyc05g053465.1.1	16.114
Solyc05g053470.3.1	61.126
Solyc05g053490.4.1	51.127
Solyc05g053500.4.1	28.653
Solyc05g053520.3.1	14.355
Solyc05g053530.1.1	64.960
Solyc05g053540.3.1	65.544
Solyc05g053550.3.1	42.631
Solyc05g053555.1.1	17.730
Solyc05g053560.4.1	117.208
Solyc05g053570.4.1	159.639
Solyc05g053580.1.1	8.553
Solyc05g053590.4.1	153.313
Solyc05g053600.3.1	159.838
Solyc05g053610.2.1	160.964
Solyc05g053620.3.1	19.051
Solyc05g053630.1.1	9.721
Solyc05g053640.1.1	9.216
Solyc05g053650.3.1	108.037
Solyc05g053660.3.1	26.488
Solyc05g053670.3.1	23.561
Solyc05g053680.1.1	38.827
Solyc05g053690.2.1	107.504
Solyc05g053700.3.1	32.764
Solyc05g053710.4.1	43.669
Solyc05g053720.4.1	58.425
Solyc05g053730.3.1	23.889
Solyc05g053740.3.1	29.881
Solyc05g053750.3.1	44.597
Solyc05g053760.4.1	25.093
Solyc05g053770.4.1	74.928
Solyc05g053780.4.1	16.350
Solyc05g053790.1.1	48.106
Solyc05g053800.3.1	152.969
Solyc05g053810.3.1	52.059
Solyc05g053820.3.1	51.521
Solyc05g053830.3.1	86.272
Solyc05g053835.2.1	110.573
Solyc05g053850.3.1	19.537
Solyc05g053860.4.1	55.353
Solyc05g053865.1.1	31.517
Solyc05g053870.3.1	49.580
Solyc05g053880.4.1	36.819
Solyc05g053890.3.1	62.409
Solyc05g053900.4.1	52.665
Solyc05g053910.1.1	43.706
Solyc05g053920.1.1	49.346
Solyc05g053930.4.1	45.542
Solyc05g053940.3.1	22.405
Solyc05g053950.4.1	36.585
Solyc05g053960.3.1	22.523
Solyc05g053970.2.1	40.742
Solyc05g053980.1.1	14.414
Solyc05g054010.4.1	140.952
Solyc05g054020.3.1	53.302
Solyc05g054025.1.1	34.627
Solyc05g054030.3.1	43.992
Solyc05g054040.4.1	63.638
Solyc05g054050.4.1	56.171
Solyc05g054060.3.1	52.132
Solyc05g054070.4.1	28.072
Solyc05g054080.3.1	101.651
Solyc05g054090.3.1	15.366
Solyc05g054100.3.1	32.853
Solyc05g054110.3.1	26.237
Solyc05g054120.1.1	14.132
Solyc05g054130.4.1	46.683
Solyc05g054140.3.1	26.242
Solyc05g054150.3.1	25.053
Solyc05g054160.1.1	8.731
Solyc05g054170.4.1	47.110
Solyc05g054180.3.1	62.029
Solyc05g054190.4.1	25.945
Solyc05g054200.4.1	61.454
Solyc05g054205.1.1	30.058
Solyc05g054210.3.1	36.558
Solyc05g054220.3.1	31.620
Solyc05g054230.4.1	38.791
Solyc05g054240.3.1	58.713
Solyc05g054250.1.1	35.255
Solyc05g054260.3.1	89.670
Solyc05g054270.2.1	17.288
Solyc05g054280.1.1	19.269
Solyc05g054290.2.1	22.773
Solyc05g054300.2.1	5.368
Solyc05g054310.4.1	52.204
Solyc05g054315.1.1	36.398
Solyc05g054340.4.1	135.155
Solyc05g054350.3.1	36.215
Solyc05g054360.4.1	71.406
Solyc05g054370.2.1	92.494
Solyc05g054380.2.1	18.182
Solyc05g054390.4.1	73.388
Solyc05g054400.3.1	21.531
Solyc05g054405.1.1	46.927
Solyc05g054410.4.1	76.985
Solyc05g054420.4.1	125.211
Solyc05g054430.4.1	24.059
Solyc05g054440.4.1	58.451
Solyc05g054450.1.1	26.078
Solyc05g054460.3.1	38.045
Solyc05g054470.3.1	27.719
Solyc05g054480.3.1	41.720
Solyc05g054490.3.1	36.231
Solyc05g054500.1.1	46.174
Solyc05g054510.2.1	33.706
Solyc05g054520.4.1	44.301
Solyc05g054530.1.1	33.683
Solyc05g054540.4.1	6.858
Solyc05g054545.1.1	19.011
Solyc05g054560.3.1	22.674
Solyc05g054570.3.1	55.776
Solyc05g054580.3.1	34.067
Solyc05g054590.4.1	20.977
Solyc05g054600.3.1	68.586
Solyc05g054610.1.1	11.425
Solyc05g054620.4.1	47.024
Solyc05g054630.4.1	147.393
Solyc05g054640.4.1	89.483
Solyc05g054650.1.1	17.388
Solyc05g054660.2.1	19.034
Solyc05g054670.3.1	44.822
Solyc05g054680.1.1	93.059
Solyc05g054690.3.1	2.578
Solyc05g054700.3.1	96.949
Solyc05g054710.3.1	62.633
Solyc05g054720.3.1	31.009
Solyc05g054730.3.1	45.277
Solyc05g054740.3.1	78.713
Solyc05g054750.3.1	10.477
Solyc05g054760.4.1	26.731
Solyc05g054770.3.1	74.317
Solyc05g054780.3.1	23.782
Solyc05g054790.1.1	10.999
Solyc05g054800.3.1	39.581
Solyc05g054810.4.1	5.552
Solyc05g054820.1.1	72.902
Solyc05g054830.3.1	63.772
Solyc05g054840.3.1	20.267
Solyc05g054850.1.1	40.777
Solyc05g054860.1.1	90.460
Solyc05g054870.3.1	29.745
Solyc05g054880.3.1	62.221
Solyc05g054890.4.1	83.644
Solyc05g054900.3.1	19.825
Solyc05g054910.3.1	105.192
Solyc05g054920.4.1	38.088
Solyc05g054930.3.1	103.864
Solyc05g054940.3.1	33.843
Solyc05g054950.2.1	44.237
Solyc05g054960.4.1	30.927
Solyc05g054970.3.1	73.874
Solyc05g054980.3.1	62.331
Solyc05g054990.3.1	17.704
Solyc05g055000.4.1	52.562
Solyc05g055010.4.1	25.494
Solyc05g055020.4.1	23.443
Solyc05g055030.2.1	25.719
Solyc05g055040.3.1	60.358
Solyc05g055050.3.1	23.169
Solyc05g055060.3.1	36.735
Solyc05g055070.4.1	83.112
Solyc05g055080.2.1	10.726
Solyc05g055090.4.1	131.066
Solyc05g055100.2.1	66.341
Solyc05g055110.4.1	65.227
Solyc05g055130.1.1	9.847
Solyc05g055140.1.1	20.249
Solyc05g055150.1.1	15.370
Solyc05g055160.3.1	46.727
Solyc05g055170.3.1	26.124
Solyc05g055180.3.1	38.926
Solyc05g150152.1.1	14.274
Solyc05g055190.1.1	114.497
Solyc05g055200.4.1	84.218
Solyc05g055210.3.1	47.011
Solyc05g055220.1.1	25.616
Solyc05g055230.2.1	16.222
Solyc05g055240.3.1	21.501
Solyc05g055250.2.1	9.793
Solyc05g055260.4.1	13.731
Solyc05g055270.1.1	22.678
Solyc05g055280.2.1	15.748
Solyc05g055290.3.1	39.848
Solyc05g055300.1.1	27.314
Solyc05g055310.3.1	8.547
Solyc05g055320.3.1	36.663
Solyc05g055330.3.1	167.536
Solyc05g055340.4.1	40.644
Solyc05g055343.2.1	21.106
Solyc05g055350.3.1	40.522
Solyc05g055360.4.1	67.956
Solyc05g055370.1.1	9.723
Solyc05g055380.3.1	5.659
Solyc05g055390.3.1	21.694
Solyc05g055400.4.1	60.459
Solyc05g055410.3.1	61.017
Solyc05g055420.4.1	84.450
Solyc05g055425.1.1	7.299
Solyc05g055430.4.1	29.776
Solyc05g055440.1.1	16.092
Solyc05g055450.3.1	35.207
Solyc05g055460.1.1	15.904
Solyc05g055470.4.1	60.763
Solyc05g055480.3.1	43.468
Solyc05g055490.3.1	61.595
Solyc05g055500.1.1	40.783
Solyc05g055510.3.1	54.554
Solyc05g055520.1.1	9.044
Solyc05g055530.4.1	24.847
Solyc05g055535.1.1	6.819
Solyc05g055540.3.1	63.047
Solyc05g055550.3.1	23.420
Solyc05g055560.1.1	13.445
Solyc05g055570.3.1	16.988
Solyc05g055575.1.1	3.344
Solyc05g055580.2.1	8.080
Solyc05g055590.2.1	69.967
Solyc05g055600.4.1	67.404
Solyc05g055610.4.1	110.269
Solyc05g055620.1.1	6.354
Solyc05g055630.3.1	31.525
Solyc05g055640.4.1	8.084
Solyc05g055650.3.1	30.937
Solyc05g055660.3.1	16.061
Solyc05g055680.4.1	12.382
Solyc05g055690.3.1	119.327
Solyc05g055700.3.1	39.412
Solyc05g055710.3.1	50.948
Solyc05g055720.1.1	10.217
Solyc05g055730.4.1	67.633
Solyc05g055740.4.1	22.464
Solyc05g055750.3.1	51.645
Solyc05g055760.3.1	27.186
Solyc05g055770.3.1	47.194
Solyc05g055780.4.1	45.117
Solyc05g055790.4.1	55.283
Solyc05g055820.3.1	13.029
Solyc05g055830.3.1	34.907
Solyc05g055840.4.1	54.975
Solyc05g055850.3.1	26.340
Solyc05g055860.4.1	59.598
Solyc05g055870.3.1	34.296
Solyc05g055880.4.1	56.540
Solyc05g055890.3.1	12.909
Solyc05g055900.3.1	68.154
Solyc05g055910.4.1	63.418
Solyc05g055920.4.1	48.906
Solyc05g055930.2.1	31.951
Solyc05g055940.3.1	45.922
Solyc05g055950.1.1	18.425
Solyc05g055960.1.1	18.432
Solyc05g055970.4.1	35.154
Solyc05g055980.4.1	35.158
Solyc05g055990.4.1	29.145
Solyc05g056000.3.1	37.157
Solyc05g056010.3.1	72.313
Solyc05g056020.3.1	12.485
Solyc05g056030.3.1	51.209
Solyc05g056040.3.1	74.231
Solyc05g056050.3.1	26.713
Solyc05g056060.4.1	10.260
Solyc05g056080.4.1	17.737
Solyc05g056090.3.1	26.423
Solyc05g056100.3.1	60.209
Solyc05g056110.3.1	36.351
Solyc05g056120.3.1	35.850
Solyc05g056130.4.1	18.117
Solyc05g056140.4.1	78.664
Solyc05g056150.4.1	33.596
Solyc05g056160.3.1	29.471
Solyc05g056170.3.1	77.461
Solyc05g056180.1.1	7.843
Solyc05g056190.2.1	4.148
Solyc05g056200.1.1	48.982
Solyc05g056210.4.1	86.404
Solyc05g056220.3.1	121.983
Solyc05g056230.4.1	52.252
Solyc05g056240.3.1	14.830
Solyc05g056250.3.1	60.948
Solyc05g056260.2.1	45.595
Solyc05g056270.3.1	54.648
Solyc05g056280.2.1	47.101
Solyc05g056290.4.1	32.525
Solyc05g056300.4.1	21.614
Solyc05g056310.3.1	60.700
Solyc05g056320.3.1	50.260
Solyc05g150153.1.1	53.764
Solyc05g056340.3.1	91.812
Solyc05g056350.3.1	68.485
Solyc05g056360.2.1	38.146
Solyc05g056370.4.1	71.701
Solyc05g056380.3.1	29.514
Solyc05g056390.2.1	10.414
Solyc05g056400.3.1	59.856
Solyc05g056410.1.1	31.336
Solyc05g056420.4.1	70.508
Solyc05g056430.3.1	11.933
Solyc05g056440.3.1	12.547
Solyc05g056450.3.1	47.949
Solyc05g056460.4.1	32.882
Solyc05g056470.1.1	68.894
Solyc05g056473.1.1	13.576
Solyc05g056477.1.1	22.528
Solyc05g056480.3.1	52.854
Solyc05g056490.4.1	42.927
Solyc05g056500.1.1	45.191
Solyc05g056510.3.1	39.938
Solyc05g056520.4.1	55.600
Solyc05g056530.4.1	89.946
Solyc05g056540.4.1	46.103
Solyc05g056550.3.1	41.034
Solyc05g056560.3.1	20.677
Solyc05g056570.3.1	56.430
Solyc05g056580.3.1	90.812
Solyc05g056590.4.1	24.913
Solyc06g004000.1.1	18.548
Solyc06g004005.1.1	25.584
Solyc06g005000.3.1	58.947
Solyc06g005010.1.1	10.214
Solyc06g005020.3.1	16.783
Solyc06g005030.1.1	6.163
Solyc06g005040.1.1	10.362
Solyc06g005060.3.1	49.287
Solyc06g005070.3.1	35.159
Solyc06g005080.4.1	115.094
Solyc06g005090.3.1	21.710
Solyc06g005100.3.1	22.436
Solyc06g005110.3.1	7.379
Solyc06g005120.1.1	37.030
Solyc06g005130.3.1	34.620
Solyc06g005140.3.1	59.541
Solyc06g005150.3.1	27.322
Solyc06g005160.4.1	29.679
Solyc06g005170.3.1	42.797
Solyc06g005180.1.1	46.374
Solyc06g005190.4.1	92.840
Solyc06g005200.3.1	76.810
Solyc06g005220.2.1	45.756
Solyc06g005230.3.1	41.575
Solyc06g005240.4.1	50.066
Solyc06g005250.3.1	38.856
Solyc06g005260.3.1	11.278
Solyc06g005270.3.1	16.834
Solyc06g005280.1.1	67.675
Solyc06g005290.3.1	38.642
Solyc06g005300.4.1	31.314
Solyc06g005310.3.1	20.228
Solyc06g005320.1.1	10.735
Solyc06g005330.3.1	27.881
Solyc06g005340.3.1	4.638
Solyc06g005350.3.1	16.137
Solyc06g005360.3.1	15.847
Solyc06g005370.3.1	52.952
Solyc06g005380.3.1	38.856
Solyc06g005385.1.1	8.641
Solyc06g005390.1.1	16.094
Solyc06g005395.1.1	12.679
Solyc06g005410.3.1	5.275
Solyc06g005420.1.1	11.425
Solyc06g005430.1.1	11.425
Solyc06g005440.1.1	13.180
Solyc06g005450.1.1	21.715
Solyc06g005460.1.1	21.165
Solyc06g005465.1.1	7.515
Solyc06g005480.3.1	34.132
Solyc06g005490.3.1	27.664
Solyc06g005500.4.1	45.273
Solyc06g005520.4.1	50.543
Solyc06g005525.1.1	30.855
Solyc06g005530.2.1	14.042
Solyc06g005550.3.1	75.862
Solyc06g005560.4.1	30.790
Solyc06g005570.4.1	83.503
Solyc06g005580.4.1	45.250
Solyc06g005590.4.1	76.209
Solyc06g005600.3.1	20.908
Solyc06g005610.1.1	12.627
Solyc06g005620.3.1	36.782
Solyc06g005630.3.1	24.992
Solyc06g005635.1.1	12.231
Solyc06g005650.2.1	22.321
Solyc06g005660.3.1	65.022
Solyc06g005670.4.1	55.951
Solyc06g005680.4.1	34.087
Solyc06g005690.3.1	64.788
Solyc06g005700.1.1	67.538
Solyc06g005710.3.1	52.986
Solyc06g005720.4.1	39.182
Solyc06g005730.2.1	9.345
Solyc06g005740.3.1	14.931
Solyc06g005750.3.1	30.761
Solyc06g005760.1.1	10.048
Solyc06g005770.1.1	12.719
Solyc06g005780.1.1	12.846
Solyc06g005795.2.1	14.291
Solyc06g005790.3.1	19.642
Solyc06g005800.3.1	36.661
Solyc06g005810.3.1	23.833
Solyc06g005820.3.1	18.776
Solyc06g005825.1.1	13.625
Solyc06g005840.4.1	12.039
Solyc06g005850.3.1	24.541
Solyc06g005860.3.1	27.225
Solyc06g005870.1.1	2.946
Solyc06g005880.4.1	53.749
Solyc06g005890.3.1	36.161
Solyc06g005910.4.1	57.733
Solyc06g005920.3.1	20.340
Solyc06g005930.3.1	78.638
Solyc06g005940.3.1	55.738
Solyc06g005950.3.1	92.208
Solyc06g005960.4.1	79.260
Solyc06g005965.1.1	5.948
Solyc06g005970.2.1	66.303
Solyc06g005980.4.1	67.134
Solyc06g005990.4.1	115.673
Solyc06g006000.3.1	19.537
Solyc06g006010.3.1	95.405
Solyc06g006013.1.1	21.332
Solyc06g006015.1.1	20.830
Solyc06g006017.1.1	28.227
Solyc06g006020.3.1	35.747
Solyc06g006022.1.1	117.193
Solyc06g006024.1.1	82.108
Solyc06g006026.1.1	22.752
Solyc06g006028.1.1	35.375
Solyc06g006080.3.1	72.676
Solyc06g006090.1.1	15.024
Solyc06g006100.3.1	65.600
Solyc06g006110.3.1	46.389
Solyc06g007110.3.1	56.485
Solyc06g007120.3.1	66.299
Solyc06g007130.5.1.1	43.959
Solyc06g007140.4.1	39.355
Solyc06g007150.4.1	54.670
Solyc06g007160.4.1	55.289
Solyc06g007170.4.1	48.924
Solyc06g007180.3.1	66.252
Solyc06g007190.4.1	44.888
Solyc06g007200.4.1	42.804
Solyc06g007210.3.1	3.428
Solyc06g007220.4.1	3.007
Solyc06g007230.2.1	19.893
Solyc06g007240.4.1	31.842
Solyc06g007250.4.1	41.262
Solyc06g007260.1.1	8.232
Solyc06g007270.1.1	8.511
Solyc06g007275.1.1	11.118
Solyc06g007300.2.1	66.924
Solyc06g007310.4.1	38.941
Solyc06g007320.3.1	121.561
Solyc06g007330.3.1	26.787
Solyc06g007340.3.1	28.965
Solyc06g007350.4.1	32.955
Solyc06g150100.1.1	10.528
Solyc06g007360.3.1	29.958
Solyc06g007370.1.1	17.611
Solyc06g007380.1.1	55.241
Solyc06g007390.4.1	27.236
Solyc06g007395.1.1	34.731
Solyc06g007420.1.1	19.839
Solyc06g007430.3.1	54.574
Solyc06g007440.4.1	50.782
Solyc06g007450.2.1	2.805
Solyc06g007460.3.1	13.873
Solyc06g007470.3.1	14.574
Solyc06g007480.3.1	14.703
Solyc06g007490.3.1	32.108
Solyc06g007493.1.1	10.040
Solyc06g007497.1.1	21.069
Solyc06g007510.3.1	16.522
Solyc06g007520.4.1	25.987
Solyc06g007530.2.1	33.722
Solyc06g007540.3.1	8.294
Solyc06g007545.1.1	15.428
Solyc06g007550.1.1	32.801
Solyc06g007560.3.1	41.973
Solyc06g007570.3.1	25.003
Solyc06g007580.1.1	33.497
Solyc06g007590.3.1	21.298
Solyc06g007600.3.1	17.921
Solyc06g007610.2.1	21.136
Solyc06g007620.3.1	19.732
Solyc06g007630.1.1	17.515
Solyc06g007640.3.1	61.276
Solyc06g007650.2.1	52.345
Solyc06g007660.2.1	23.981
Solyc06g007670.4.1	34.403
Solyc06g007680.1.1	44.451
Solyc06g007690.1.1	7.209
Solyc06g007700.4.1	34.881
Solyc06g007710.4.1	39.006
Solyc06g007720.2.1	7.230
Solyc06g007730.1.1	12.855
Solyc06g007740.1.1	66.455
Solyc06g007760.4.1	25.493
Solyc06g007770.3.1	31.231
Solyc06g007780.3.1	52.221
Solyc06g007790.1.1	38.688
Solyc06g007800.4.1	22.824
Solyc06g007810.1.1	30.661
Solyc06g007820.1.1	18.797
Solyc06g007840.2.1	9.088
Solyc06g007850.3.1	49.606
Solyc06g007860.1.1	17.717
Solyc06g007870.3.1	23.302
Solyc06g007880.1.1	20.660
Solyc06g007890.3.1	12.868
Solyc06g007910.4.1	12.372
Solyc06g007920.3.1	9.062
Solyc06g007930.3.1	14.884
Solyc06g007950.2.1	6.277
Solyc06g007960.4.1	42.873
Solyc06g007970.3.1	33.009
Solyc06g007980.4.1	58.874
Solyc06g007990.4.1	18.527
Solyc06g008010.3.1	23.159
Solyc06g008020.3.1	15.499
Solyc06g008030.3.1	56.181
Solyc06g008040.3.1	158.770
Solyc06g008050.4.1	46.000
Solyc06g008053.1.1	13.459
Solyc06g008057.1.1	8.825
Solyc06g008080.2.1	20.827
Solyc06g008090.3.1	168.687
Solyc06g008100.3.1	4.595
Solyc06g008110.4.1	69.059
Solyc06g008120.1.1	11.003
Solyc06g008130.4.1	38.222
Solyc06g008140.1.1	8.578
Solyc06g008150.3.1	73.143
Solyc06g008160.4.1	32.478
Solyc06g008170.3.1	15.015
Solyc06g008180.3.1	6.113
Solyc06g008190.1.1	57.686
Solyc06g150101.1.1	16.380
Solyc06g008200.3.1	51.755
Solyc06g008210.4.1	80.808
Solyc06g008220.4.1	27.893
Solyc06g008230.3.1	81.125
Solyc06g008240.3.1	22.945
Solyc06g008250.3.1	49.448
Solyc06g008260.3.1	15.402
Solyc06g008270.2.1	91.012
Solyc06g008280.2.1	11.326
Solyc06g008300.4.1	107.575
Solyc06g008310.3.1	91.258
Solyc06g008320.4.1	51.763
Solyc06g008330.2.1	59.138
Solyc06g008340.4.1	30.884
Solyc06g008350.3.1	31.123
Solyc06g008360.3.1	32.407
Solyc06g008362.1.1	20.706
Solyc06g008364.1.1	11.644
Solyc06g008366.1.1	32.163
Solyc06g008368.1.1	73.727
Solyc06g008410.1.1	10.724
Solyc06g008420.2.1	9.479
Solyc06g008440.1.1	7.224
Solyc06g008460.3.1	5.101
Solyc06g008470.3.1	6.035
Solyc06g008490.3.1	91.299
Solyc06g008500.3.1	62.400
Solyc06g008510.3.1	64.672
Solyc06g008520.4.1	14.019
Solyc06g008530.3.1	5.757
Solyc06g008535.1.1	28.640
Solyc06g008540.1.1	11.545
Solyc06g008550.1.1	12.995
Solyc06g008560.2.1	60.337
Solyc06g008570.1.1	72.763
Solyc06g008580.3.1	21.291
Solyc06g008590.3.1	23.542
Solyc06g008600.3.1	47.050
Solyc06g008610.3.1	39.052
Solyc06g008620.1.1	73.278
Solyc06g008625.1.1	11.523
Solyc06g008640.2.1	10.119
Solyc06g008650.4.1	10.362
Solyc06g008660.3.1	7.846
Solyc06g150102.1.1	16.237
Solyc06g008667.1.1	13.519
Solyc06g008680.3.1	10.527
Solyc06g008690.1.1	38.415
Solyc06g008700.3.1	47.207
Solyc06g008710.3.1	85.767
Solyc06g008720.4.1	138.688
Solyc06g008730.3.1	101.903
Solyc06g008740.3.1	41.500
Solyc06g008750.1.1	11.108
Solyc06g008760.1.1	11.116
Solyc06g008765.1.1	57.563
Solyc06g008780.3.1	54.976
Solyc06g008785.1.1	114.523
Solyc06g008810.3.1	19.951
Solyc06g008820.3.1	59.049
Solyc06g008830.1.1	11.760
Solyc06g008840.3.1	100.472
Solyc06g008850.3.1	62.458
Solyc06g008860.3.1	21.030
Solyc06g008870.2.1	39.168
Solyc06g008880.3.1	55.327
Solyc06g008890.4.1	54.605
Solyc06g008900.4.1	77.520
Solyc06g008910.2.1	40.401
Solyc06g008920.3.1	60.409
Solyc06g008930.3.1	15.516
Solyc06g008940.4.1	49.143
Solyc06g008950.2.1	18.997
Solyc06g008960.3.1	145.366
Solyc06g008970.4.1	89.450
Solyc06g008980.3.1	37.912
Solyc06g008990.1.1	23.107
Solyc06g009000.1.1	32.500
Solyc06g009010.1.1	20.446
Solyc06g009015.1.1	18.917
Solyc06g009020.2.1	23.723
Solyc06g009040.4.1	23.862
Solyc06g009050.3.1	17.483
Solyc06g009060.4.1	31.853
Solyc06g009070.3.1	116.187
Solyc06g009080.2.1	4.093
Solyc06g009090.1.1	23.908
Solyc06g009110.3.1	45.704
Solyc06g009120.3.1	29.985
Solyc06g009130.3.1	60.433
Solyc06g009140.3.1	10.266
Solyc06g009150.1.1	17.843
Solyc06g009160.4.1	47.720
Solyc06g009170.3.1	36.209
Solyc06g009180.3.1	59.861
Solyc06g009190.4.1	63.762
Solyc06g009195.1.1	24.434
Solyc06g009200.3.1	43.421
Solyc06g009210.4.1	26.568
Solyc06g009220.4.1	84.790
Solyc06g009240.4.1	89.358
Solyc06g009250.2.1	16.018
Solyc06g009260.3.1	12.054
Solyc06g009270.3.1	53.618
Solyc06g009280.1.1	139.268
Solyc06g009290.4.1	116.358
Solyc06g009330.3.1	42.397
Solyc06g009335.1.1	6.874
Solyc06g009340.4.1	14.969
Solyc06g009370.4.1	16.494
Solyc06g009380.3.1	35.280
Solyc06g009390.3.1	38.881
Solyc06g009400.3.1	21.732
Solyc06g009410.3.1	30.824
Solyc06g009420.4.1	7.533
Solyc06g009430.3.1	25.987
Solyc06g009440.3.1	24.604
Solyc06g009450.1.1	10.284
Solyc06g009470.1.1	8.558
Solyc06g009480.3.1	28.872
Solyc06g009490.3.1	10.791
Solyc06g009500.1.1	59.679
Solyc06g009510.1.1	13.224
Solyc06g009520.3.1	83.566
Solyc06g009530.3.1	131.026
Solyc06g009540.1.1	97.457
Solyc06g009550.4.1	81.755
Solyc06g009580.1.1	5.795
Solyc06g009585.1.1	8.000
Solyc06g009600.2.1	74.588
Solyc06g009610.1.1	98.029
Solyc06g009620.1.1	52.580
Solyc06g009630.1.1	14.051
Solyc06g009640.2.1	16.624
Solyc06g009645.1.1	6.142
Solyc06g009650.3.1	88.271
Solyc06g009660.3.1	21.977
Solyc06g009670.3.1	64.704
Solyc06g009680.4.1	136.424
Solyc06g009690.3.1	51.664
Solyc06g150103.1.1	14.252
Solyc06g150104.1.1	50.297
Solyc06g009710.4.1	34.274
Solyc06g009750.4.1	58.605
Solyc06g009760.1.1	17.614
Solyc06g009770.1.1	16.045
Solyc06g009780.4.1	110.581
Solyc06g009785.1.1	19.923
Solyc06g009790.4.1	49.345
Solyc06g009800.3.1	58.801
Solyc06g009803.1.1	20.844
Solyc06g009807.1.1	12.254
Solyc06g009810.4.1	18.787
Solyc06g009815.1.1	14.733
Solyc06g009820.3.1	23.787
Solyc06g009830.3.1	19.527
Solyc06g009840.3.1	17.743
Solyc06g009850.3.1	18.218
Solyc06g009860.1.1	8.417
Solyc06g009870.1.1	17.415
Solyc06g009880.1.1	17.491
Solyc06g009890.2.1	3.847
Solyc06g009900.3.1	43.568
Solyc06g009905.1.1	9.939
Solyc06g009920.2.1	11.232
Solyc06g009930.1.1	5.847
Solyc06g009940.1.1	7.951
Solyc06g009950.1.1	6.073
Solyc06g009960.3.1	44.876
Solyc06g009970.3.1	49.287
Solyc06g009975.1.1	30.479
Solyc06g009980.1.1	5.334
Solyc06g009983.1.1	9.899
Solyc06g009987.1.1	7.461
Solyc06g010000.3.1	94.498
Solyc06g010010.3.1	54.571
Solyc06g010020.1.1	7.453
Solyc06g010030.4.1	67.340
Solyc06g010040.3.1	5.983
Solyc06g010045.1.1	15.589
Solyc06g010060.1.1	11.196
Solyc06g150105.1.1	63.971
Solyc06g010090.1.1	68.851
Solyc06g010100.2.1	97.331
Solyc06g010110.1.1	14.112
Solyc06g010120.1.1	21.930
Solyc06g010130.1.1	7.184
Solyc06g010140.1.1	17.299
Solyc06g010160.2.1	6.669
Solyc06g010170.3.1	44.243
Solyc06g010180.1.1	14.758
Solyc06g010190.2.1	36.185
Solyc06g010240.3.1	297.933
Solyc06g010250.3.1	54.466
Solyc06g010260.3.1	12.844
Solyc06g010270.1.1	53.093
Solyc06g010275.1.1	50.832
Solyc06g011270.1.1	7.433
Solyc06g011275.1.1	14.060
Solyc06g011280.3.1	47.052
Solyc06g011290.3.1	44.161
Solyc06g011320.2.1	17.739
Solyc06g011330.3.1	33.198
Solyc06g011340.1.1	6.123
Solyc06g011350.3.1	29.948
Solyc06g011360.1.1	8.600
Solyc06g011370.4.1	33.402
Solyc06g011380.2.1	22.756
Solyc06g011400.2.1	60.663
Solyc06g011403.1.1	30.136
Solyc06g011405.1.1	14.879
Solyc06g011407.1.1	9.338
Solyc06g011440.1.1	24.249
Solyc06g011450.3.1	67.902
Solyc06g011455.1.1	16.244
Solyc06g011500.3.1	11.733
Solyc06g011510.1.1	5.612
Solyc06g011520.4.1	51.091
Solyc06g011530.3.1	14.525
Solyc06g011540.4.1	9.410
Solyc06g011560.3.1	39.132
Solyc06g011570.3.1	14.236
Solyc06g011575.1.1	4.574
Solyc06g011580.1.1	10.319
Solyc06g011590.3.1	60.540
Solyc06g011610.1.1	40.614
